Number,Reference,Name,Text Content,Document,Codes,Number of Codes,Comment,Start position,End position,Extent,Creator,Creation Date,Modifier,Modification Date
62:8,p 14,,"We hope we can contribute to the expanding understanding of how female characters are portrayed in such a popular media as mainstream animation, and, thus, provide information to foster critical thinking and discussion around gender representation through design practices.",The mentor archetype_ Female character design trends in contempor.pdf,,0,,14,14,1,Michael Tjia,10/22/25,ATLAS.ti,10/22/25
62:9,p 14,,s,The mentor archetype_ Female character design trends in contempor.pdf,Transitions: Academic Community,1,,14,14,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
63:1,p 2,,The Structure of Design Processes: ideal and reality in Bruce Archer’s 1968 doctoral thesis ,The Structure of Design Processes_ ideal and reality in Bruce Arc.pdf,Paper Reflection: Comment,1,"This paper is a historical and conceptual analysis focusing on a single document and its intellectual context.  It traces the development of Archer’s thinking, showing how his goal of creating a formal 'science of design' interacted with the complexities of real-world projects, bridging design theory and commercial practice.  It contains some cute sketches from Archer's thesis.",2,2,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
63:2,p 2,,"single document, the 1968 doctoral thesis of L Bruce Arche",The Structure of Design Processes_ ideal and reality in Bruce Arc.pdf,Research Method: Qualitative: Case Studies,1,I guess this can be also seen as a case study since it focuses on a single person's perspective and a single document.,2,2,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
63:3,p 2,,Analysis of the thesis,The Structure of Design Processes_ ideal and reality in Bruce Arc.pdf,Research Method: Qualitative: Content Analysis,1,"The method is document-based historical analysis, combining study of Archer’s thesis, earlier writings, and contextual sources, with interpretive analysis of his theoretical and practical approaches.",2,2,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
63:4,p 2,,"Analysis of the thesis suggests that Archer’s ambition for a rigorous “science of design” inspired by algorithmic approaches was increasingly threatened with disruption by his experience of large, complex design projects. His attempts to deal with this problem are shown to involve a particular interpretation of cybernetics. The paper ends with Archer’s own retrospective view and a brief account of his dramatically changed opinions. ",The Structure of Design Processes_ ideal and reality in Bruce Arc.pdf,Contribution: Empirical: History,1,"I guess the purpose of the paper is to extend previous research by highlighting the tension between (simplified) algorithmic approaches to design and the realities of (complex) real-world design problems, therefore contributing to a well-known discourse within design research.",2,2,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
63:5,p 14,," “wasted a lot of time trying to bend the methods of operational research and management techniques to design purposes” (Archer 1979). He now offered a dramatically different approach: humanities, science and design as equal points of a triad of disciplines. Archer announced that “there exists an under-recognised but definable third area of human knowing, additional to numeracy and literacy” ",The Structure of Design Processes_ ideal and reality in Bruce Arc.pdf,Transitions: Legitimize Design (Scientific),1,"Legitimizing design as an independent approach, different from science and humanities.",14,14,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
64:1,p 2,,Towards a Circular Economy: exploring factors to repair broken electrical and electronics products by users with pro-environmental inclination,Towards a Circular Economy_ exploring factors to repair broken el.pdf,Paper Reflection: Comment,1,behavior study for fixing things. good empiracle study with broad potential to use in design,2,2,1,Angela Rout,11/1/25,Angela Rout,11/1/25
64:2,p 2,,"To this end, an in-depth survey exploring factors influencing repair propensity for electrical and electronic goods was executed.",Towards a Circular Economy_ exploring factors to repair broken el.pdf,Research Method: Quantitative: Survey/Questionnaire,1,,2,2,1,Angela Rout,11/1/25,Angela Rout,11/1/25
64:3,p 2,,"The findings of this study provide much-needed insight into repair behaviour. Furthermore, the insights provided will aid researchers and policymakers to develop appropriate interventions to support repair",Towards a Circular Economy_ exploring factors to repair broken el.pdf,Contribution: Empirical: Society,1,repair behaviour,2,2,1,Angela Rout,11/1/25,Angela Rout,11/1/25
64:4,p 7,,The correlation analysis provided an initial understanding of factors that correlate the most and the least with higher repair propensity. Receptiveness to creativity and innovation was the most significant factors. ,Towards a Circular Economy_ exploring factors to repair broken el.pdf,Research Method: Quantitative: Correlational Research,1,factors in fixing behavior,7,7,1,Angela Rout,11/1/25,Angela Rout,11/1/25
65:1,p 2,,Tinder and heartbeats: wellbeing in the use of dating applications,Tinder and heartbeats_ Wellbeing in the use of dating application.pdf,Paper Reflection: Comment,1,interesting in that the first author was also the participant. I originally thought it was an empirical study but because there is one participant it is more biographical and reflective. they try a bunch of tinder apps and collect personal data about their mood and emotions when using them,2,2,1,Angela Rout,10/26/25,Angela Rout,10/26/25
65:2,p 2,,"explore potential connections between the interaction design, user interactions, and user experiences within dating applications by following weekly experiences over four dating applications.",Tinder and heartbeats_ Wellbeing in the use of dating application.pdf,Contribution: Empirical: Society,1,"yay, first actual sociological paper I have found here - its about use of dating applications and impact on people's wellbeing",2,2,1,Angela Rout,10/26/25,Angela Rout,10/26/25
65:3,p 2,,"he experiences were recorded with a journal, then explored using emotion capture cards, and visualised in emotionally mapped timelines. It was found that even within the first forty-five minutes of using the dating applications, significant negative emotions were experienced by the researche",Tinder and heartbeats_ Wellbeing in the use of dating application.pdf,Transitions: Digital Tech Connections,1,"interesting to provide personal reflections on digital applications and journal them. feels less like an academic paper, but I did like the images and visualisations of the data.",2,2,1,Angela Rout,10/26/25,Angela Rout,10/26/25
